,crypto_Ethereum_cumret_1d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_jump_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_jump_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_jump_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,crypto_Ethereum_jump_60d,crypto_Solana_sign
2021-03-17,0.06967667968864855,,,,,,,,,,-0.04766612585431762,-0.17021347941136256,,-0.03277853525081498,-0.09348713984403545,,-0.11843571969637756,-0.048340669428466265,,-0.0047027066306394305,-0.016497495453759004,,
2021-03-18,,,,,,,,0.0011597859759149287,0.008940636773040911,-0.010412906496515273,,-0.10699228151598705,,-0.10513296966494678,-0.05866908713252461,,0.0018196341284701933,-0.032318414102522675,,0.0018021267805035102,-0.011742543998151,,
2021-03-19,,,,,-0.01302774990494926,-0.040337866741134376,-0.0458811024833049,-0.06361969497550113,0.04675909405942513,0.04642279781249847,0.020842930141133253,-0.0713428275373924,,0.0021984910800509905,-0.07002222280756298,,0.0009374307851830466,-0.0417678297234253,,-0.0001710644999646238,-0.015472300787463755,,0.0
2021-03-20,,,,,-0.008412631962489314,,,-0.04293247674879175,-0.09439286063930719,0.12686941071720614,,-0.17887742791995442,,-0.053204610145105136,-0.09341523564544774,,-0.020458419564023833,-0.047703574310052566,,-0.017635498096002733,-0.01605518607781753,,0.0
2021-03-21,,,,,,,,0.08409348499300284,-0.11414530709283899,,0.05613077936359123,-0.12585372314457477,,-0.003338916598423558,-0.07558065005523806,,-0.10812149081931755,-0.04081601487894315,,0.0008018725007905569,-0.014209604462440018,,0.0
2021-03-22,,,,,,,,-0.12360336830531293,-0.04606979841973091,-0.06387011198769921,,,,0.08466252935492435,0.16921410116572266,,0.016516293463593623,0.04864951243326332,,-0.11093832904717349,0.00664811571068169,,
2021-03-23,,,,-0.19925318771032163,,,,,,,-0.007300811935916363,-0.15200662709410984,,,-0.09454106543011576,,-0.03838922170163073,-0.0484357900064476,,-0.026069590750583127,-0.015804951545826063,,
2021-03-24,,,,,0.14300453255730372,,0.10966172235629545,-0.13137094518041192,,,-0.06880761051755468,0.06769968252197822,,0.08545323306703834,0.050777983350204,,0.041279302519119154,0.020574658170046556,,0.010335054313879155,0.002742129053575848,,0.0
2021-03-25,,-0.1540642725331618,-0.04520925004816079,-0.030149632130045956,,,,-0.0427952206514165,0.046362234251569934,,0.03771326528406238,-0.019491096940287278,,-0.01951249815975231,-0.06557056441448239,,-0.0008938029119940349,-0.04578842701863495,,-0.047224228670083135,-0.016529983538801418,,0.0
2021-03-26,,,,,,,,-0.09970439216492788,0.19697664348279353,,,,,,,,-0.025160796939162067,0.11386245680631535,,0.0037740773902397162,0.010252053551662366,,
2021-03-27,,,,,0.02328522526983834,0.03584370695947614,0.018397861556047168,,,,-0.14552009688905454,-0.18338269799436313,,-0.0014519963375464462,-0.09230291167209825,,-0.02673153130760464,-0.04671114493119777,,-0.0014044496197438416,-0.01638257217403849,,0.0
2021-03-28,,,-0.16752708624058044,,-0.11070260751227823,0.11082282357366835,-0.12838329645638147,,,,0.013622411748344554,-0.12814474860770675,,-0.00928454317407934,-0.07981133366577997,,-0.07624843959669758,-0.042481374408838146,,-0.024079521293458472,-0.01433403112087539,,0.0
2021-03-29,,,,,,,,-0.022638353261464905,,,-0.06291913681048245,,,,,,0.10720753838898878,0.11512349392151822,,0.005439244840587332,0.017003080401554627,,0.0
2021-03-30,,,-0.1365954020628608,0.09907460646586452,,,,-0.1393983680469556,-0.009188691880859468,,-0.04245087208899956,-0.17508210160316762,,0.005187823245752732,-0.0952195456354964,,-0.021062865813462506,-0.04685503269672442,,-0.0034230533336033764,-0.015954864942629987,,0.0
2021-03-31,,,,-0.18341286907268084,,,,-0.1324163127279212,,,-0.12390132078259897,-0.1526853208160618,,0.02551754459352762,-0.058152008397989174,,0.02086087496482092,-0.020318036328566103,,0.0037402347961301707,-0.009046716552198575,,0.0
2021-04-01,,,,0.18681469368632442,,,,,,,-0.03517865747554505,-0.18202815326626676,,-0.13047955782752696,-0.08467911293476948,,-0.008146958262327364,-0.0362185276168957,,-0.007706172089960828,-0.012577193153151534,,0.0
2021-04-02,,,,,,,,-0.04536167633472232,0.17761314058512712,-0.01829679749574986,-0.11939314120469002,,,0.10771048686299078,0.1536497727478816,,-0.005396034343112532,0.09242892905158162,,0.01595354065036414,0.02138529688526214,,0.0
2021-04-03,,,,,0.18920464443955076,,-0.012042065259217027,,,-0.16681495747686492,,,,0.01446685571291595,,,0.032095110323182574,0.08434092088401623,,-0.019507866163412824,0.011895897876549322,,0.0
2021-04-04,,,,0.15675408207543962,,,0.12502417753704997,,-0.1796140613587609,,-0.0009310621277374143,-0.1663265547922228,,-0.017569449142332716,-0.08587260068257918,,-0.017048127632560917,-0.03953747835378374,,-0.02644272004304349,-0.012706544970922162,,0.0
2021-04-05,,,,,,,,0.045971100330267634,-0.004882733792675675,-0.00937187674058193,-0.0024109104829264094,-0.17471661389576,,-0.04522572499242161,-0.09021356353830401,,-9.84364847855801e-07,-0.047920772973185755,,-0.008020581886998168,-0.016518644390363102,,0.0
2021-04-06,,,,,-0.08437426627701605,-0.14259144564476334,-0.014155252511149796,0.12362538299186498,-0.01079696461666002,-0.026698933560390437,-0.0033742118505087904,-0.17426594651491745,,0.0031167210077067686,-0.08905502445828195,,8.22337984358601e-05,-0.04728333612607494,,-0.020444919835030273,-0.01645198761474731,,0.0
2021-04-07,,,,,,,,,,,-0.09550974555802383,,,,,,0.08798824958204277,0.14183553269393312,,0.020495399959152838,0.029852452871590884,,0.0
2021-04-08,,,,,0.17391241296304805,,-0.09952094701988456,,,,0.09408258300941696,0.10877198822405054,,-0.036991035248159054,0.030164724850606506,,0.036159350326414375,0.016041307177164343,,0.004782103033277085,0.0023566634663905184,,0.0
2021-04-09,,,-0.08312687210143122,,,,-0.1617389613378203,,0.0337543839312211,-0.0371762979565613,-0.04182494745021126,-0.17014161659541083,,0.010550766259662225,-0.08506046629013264,,0.0017080401505937814,-0.042538218902227976,,-0.022421088137220435,-0.014939627999755234,,0.0
2021-04-10,,,,,-0.05718757453865553,,-0.07003860409040474,,-0.04370773370300485,,0.048272553763550885,-0.1299104941718663,,-0.009327817968331154,-0.07069760275841985,,0.0007177020753683649,-0.03608356087368281,,0.002777411934207885,-0.01257005458639171,,0.0
2021-04-11,,0.11974673694982663,0.12543451862269062,,,,-0.18740230613089082,,,,0.00236711780213561,-0.18312896188483907,,-0.0106367892532937,-0.09545873854044151,,-0.06132829783091398,-0.048801006446900885,,-0.0010001557721591725,-0.0164810772895716,,0.0
2021-04-12,,,,,,,,-0.011471053765901296,0.06491833498114796,-0.004072837058975209,,-0.12738246468320114,,-0.15794436401109602,-0.07403337337652871,,0.0006153041243235347,-0.0394353309341956,,-0.0009484047868624224,-0.01456420570926198,,0.0
2021-04-13,,,,0.17273655238972085,0.02947084434006908,,,,,,0.19223376407884607,,,0.021196352449144085,0.1652609262515914,,-0.020269477389703305,0.07204612278864286,,0.015968713110890986,0.015808339771846702,,0.0
2021-04-14,,,,,-0.03131505203535434,,,,,0.15330522336310026,-0.01447042209043048,-0.10334157119547627,,0.053897279591541114,-0.02112997747696055,,0.017106033166737866,0.0011462180109791387,,0.00972285521200833,0.0008641668895819077,,0.0
2021-04-15,,,-0.013494680674707715,0.022161054411953263,,0.18541938814493641,0.17768297542566303,-0.003683486749853082,,-0.07397045742184583,-0.0004194009223301709,-0.18221227976567766,,0.006701800301457617,-0.09193521037298824,,-0.02867049971040092,-0.04206552818875153,,0.0028549783680935636,-0.012509843285912758,,0.0
2021-04-16,,,0.05589721884865928,,,,,-0.19634206009934996,,-0.11031834837187404,,,,0.07402697348544574,0.13250878754289785,,0.044511625717723824,0.03608809048215211,,0.005004456144122482,0.00022598713824439898,,
2021-04-17,0.03507467786880314,,,,,,,-0.06367978695850607,,-0.062276709955948695,0.1407359344133492,-0.00739177595719176,,-0.14347621981081482,0.03557344504911297,,0.027333494903847066,0.019757650973532215,,0.006605543815103365,7.339629170655115e-06,,0.0
2021-04-18,,,-0.15979920470189246,,,-0.14906826385435568,,,,,-0.0711691649803593,-0.0412719048623833,,0.04998186378201974,0.0319892311783041,,0.000980298258506096,0.0323657754981439,,0.00573365205657228,0.007008312334598088,,
2021-04-19,,,,,,0.19539760798062145,,,,,,-0.16611589599581855,,0.04057727954423629,-0.05871534448861215,,0.023680874336287294,-0.01652806169472454,,-0.0029579647884759863,-0.005072243179053748,,0.0
2021-04-20,,0.04782258976337217,0.06665084765037199,,-0.08999516086094528,,,,0.1264765060406705,,,,,0.11135417225463073,0.1945731943995952,,0.04299325261409348,0.07688505737515006,,0.018666732036794143,0.018008670418785178,,0.0
2021-04-21,,,,,-0.12370601379494717,0.014297493212419132,0.05283302537384027,,-0.0391715408890464,-0.07987476071432054,0.0017371116265030295,-0.18190818677457177,,0.0007916980270445961,-0.09293693535412906,,-0.005105176567305136,-0.04768528458415311,,-0.0016648157517100692,-0.016156021429651335,,0.0
2021-04-22,0.10556907750700284,,,,,-0.011968885310652655,,,-0.16826015052059007,,-0.053027833796690294,-0.18139578538420964,,-0.008030337890380435,-0.0923808799225968,,-0.06896269604130345,-0.047247762255614,,0.0005163963622842882,-0.015986540900202573,,0.0
2021-04-23,,,,,,,,-0.18677039476108703,,,-0.14569499649594053,-0.09248219467563135,,-0.0957553422737889,-0.0605043980451927,,-0.048584751547295246,-0.031124903695923578,,-0.026738494763982157,-0.011637723716205195,,0.0
2021-04-24,,,-0.12174016811638777,,,,,,,,,,,0.008162441235784357,0.16593398979805896,,0.06901710456401244,0.09312328331133446,,-0.04910708738650704,0.026633929934488876,,0.0
2021-04-25,,,0.01390862893657574,,-0.04075683338805747,,-0.12695714689439885,,,,-0.16300112842735315,0.10812967103747151,,0.03558319706671953,0.025742447591610373,,0.024803024773660587,0.0016781086684267699,,0.0032841241108449992,-0.0035267261503557634,,0.0
2021-04-26,,,,,,,,,0.08513421096040008,,,,,0.1907650407117778,0.18571346306951075,,0.08878731988512034,0.11404692990988519,,-0.018026952114408634,0.036545342857520646,,0.0
2021-04-27,,,,,,0.12004552525718126,,,0.004071073389483315,,0.03578834024411015,-0.16948898946352675,,-0.0066475873253395434,-0.06625096550214082,,-0.06615308157105126,-0.0226051742691471,,0.003082479901059365,-0.004818690455586583,,0.0
2021-04-28,,,,,,,,,-0.13281010252462988,-0.08982091083632981,-0.058404463874893175,-0.18089997156083892,,-0.08074930826016602,-0.09359992920568594,,-0.02121852621924536,-0.0442325664841029,,0.0018663629668724813,-0.013456258754363737,,0.0
2021-04-29,,,,,,,0.17574218812459708,,-0.05978569450947424,0.04283859292966907,,-0.09647028312854955,,-0.06482317760616285,-0.07752425420411801,,-0.005092539391991169,-0.044860039014428366,,-0.0073782580052172975,-0.016144826674008073,,0.0
2021-04-30,,,,-0.18257191005728113,,,,,-0.026004138768058183,-0.08557733079405239,0.13398134675571804,-0.14403069479979413,,-0.07082425301188688,-0.08453865134847838,,-0.0029767512890195302,-0.046380773348430715,,-0.036543730129506846,-0.016348259629656137,,0.0
2021-05-01,,,,-0.1649541022659411,,,,,,0.19262006575153312,,0.055555259684623604,,0.05027599911049507,0.0018784924914581058,,0.028515353782031072,0.0044815426050295315,,-0.003980548627662173,0.0030903306578535794,,0.0
2021-05-02,,,,,,,-0.06452026670501587,,-0.0546137355919617,0.03407095112197567,-0.007389347276693048,-0.06358403081596209,,0.009756613394257041,-0.06342169614535298,,-0.005258325805496233,-0.041035580901233826,,-0.008832006290725114,-0.015714146903306747,,0.0
2021-05-03,,,,,,,,,,,,,,,,,0.17587654675926334,,,0.08584254135556768,0.1297112502811164,,0.0
2021-05-04,,,,,,-0.09617171631130417,0.035810314900536655,,0.018237265813009884,,,0.18427334763521142,,-0.04373342499275368,0.10809774502927438,,0.031148979236519825,0.05264154184847758,,0.016765270451909675,0.014043608657172468,,
2021-05-05,,,,,,,0.08636555827857184,-0.1615081749848971,,0.15722890937377731,0.006829630553432775,-0.11926118992594326,,0.026600322383603547,-0.0444415570272646,,0.03284093412214739,-0.004625197864892239,,0.0017215923134497046,0.009758518708428365,,
2021-05-06,,,,,,,,-0.008989285139662795,,0.07788662010166214,0.043291527716407874,-0.10488900766920162,,-0.012008724180061825,-0.05251739147934553,,-0.01743732488997707,-0.02994664108056333,,-0.0014206204000946077,-0.012588376346666541,,
2021-05-07,,0.03752801446062648,0.06826674849128955,-0.022703105144033064,,,-0.15984650054206517,-0.015187834075237383,,0.09596491100252447,0.004924176568626315,-0.1553761707127279,,0.010000948788652986,-0.07450655006303675,,-0.023126926124693137,-0.0387714550268311,,-0.01015961508152019,-0.014667190636310834,,0.0
2021-05-08,,,,,,,,,,,-0.1564924391375042,,,0.10959992987934308,0.10527620588499098,,0.026690322750623663,0.07739149540330703,,0.04195734455838007,0.044181903298357916,,
2021-05-09,,,0.11779022770778469,,-0.012335343315967306,-0.03450060749543615,0.00818343333349869,-0.013651624575493848,,0.0699384495246087,-0.1942166786859708,-0.1221841731815777,,-0.0023999100371118187,-0.07199612786691667,,-0.028252542669428116,-0.04097167922719547,,-0.00955545116671952,-0.01575432040619207,,
2021-05-10,-0.11052921746825584,,,,-0.000200890793795927,-0.0005494895377644582,0.00012650175469475222,,,-0.11259904431676415,-0.07768943664404337,-0.14572883516590918,,-3.6875496249089146e-05,-0.0761536095595815,,-0.014006094981406259,-0.04134543819886005,,0.000175454555409571,-0.015677469165776725,,0.0
2021-05-11,,,,,0.07001474260618368,,-0.0200375868974193,,,0.07304826108981066,-0.044054394225119586,-0.13490678911094356,,-0.00432350719939778,-0.07678621307781253,,0.004787626046740101,-0.0367701880437421,,-0.0012630704470160126,-0.008397651964351716,,
2021-05-12,,,0.037452155522974095,,,,,,,-0.19861668234543628,,,,0.19418750175372446,,,0.12885600806515374,0.19605593354546857,,0.027088459506898754,0.06493237324160694,,
2021-05-13,,,,,-0.16987757562786876,,,0.020872821150985876,-0.0833967952105219,-0.004602027135205078,,-0.1808327236521926,,-0.1811932746521352,-0.08055397406604103,,0.0012328602782747389,-0.033229249232790914,,-0.005345386870280522,-0.010140459823413495,,0.0
2021-05-14,,,,,,,,,,,,0.19413545504136365,,0.02086959574595837,0.06686818336408407,,-0.03097022936169369,0.0324036371569405,,0.015999321519288623,0.019620336675181482,,0.0
2021-05-15,,,,,,,,,,,,,,0.15438979724220658,,,0.14103205167976696,0.15650584314579774,,0.05689345532828183,0.07431547808763916,,0.0
2021-05-16,,,,,-0.1571175323995817,0.10110517933973995,-0.152499051111033,,,,-0.09204583683987255,-0.18205102175392618,,0.0015116233451748506,-0.09413559180238584,,-0.022651304777933756,-0.044273938542158886,,0.0020874245292858973,-0.013272255474600425,,
2021-05-17,,0.023282675469928904,,-0.04962680170352829,,,,,,,-0.017538003387106094,-0.06027502095636306,,0.07743422154867052,0.01068050484904437,,0.05636673878353027,0.03861415187256245,,0.028113282455498823,0.03183567502099249,,0.0
2021-05-18,,,,,,-0.178804279647369,,0.040432879418215606,-0.05841157297706934,-0.007452028271896727,0.051899057392337467,-0.032923909260773265,,-0.13336373663311818,-0.056011230280582414,,-0.00034243553426815954,-0.03902054442222469,,0.0008606304401244103,-0.01439243291557002,,0.0
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,,-0.118408055472358,-0.13705562680569883,,,,,-0.059603983088581725,-0.1457911418954343,,,0.11556248113346035,,0.09700777953683382,0.06082728291930484,,0.04056134271234102,0.031986876366285166,,0.024520460253203646,0.021165099227047568,,
2021-05-21,,,,,,,,,,,0.010130423028394286,-0.1379996180442462,,-0.004149162418129793,-0.05242499122838906,,0.030722444951744254,-0.0015430500849569206,,0.028640826645938144,0.026844386177660162,,
2021-05-22,,,,-0.08162236551694202,0.19030260206318483,,-0.07271704012620195,-0.09276239635605776,-0.10439128642911721,,0.00047521053838117666,-0.18234314059315204,,-0.006677107819280104,-0.09531711967161816,,0.004394156541802197,-0.04577083050215425,,0.006269199519313817,-0.009958179829738789,,0.0
2021-05-23,,,,,,-0.16410415277974544,0.13133962250749964,0.05787428929197036,0.14272270949996813,,-0.057322341682758626,-0.18014154347486244,,-0.0007339170482615343,-0.08968345032676972,,-0.05575664494049226,-0.03784636752541093,,0.007816665663404665,-0.002100680390267229,,0.0
2021-05-24,,,,,,-0.12893710272048642,,,,,-0.03261084066044617,,,0.17713275677783824,,,0.13625806694688825,0.19152047993906218,,0.07514223239888285,0.09926619490830779,,0.0
2021-05-25,,,,,,0.16353163664172699,,-0.061141949071333745,0.12313038438728308,,-0.07654584007447585,-0.18343798491151553,,-0.0062166346577389175,-0.09203952778197622,,-0.013910165711765177,-0.04561035668400237,,-0.004259817968668145,-0.01554909828468809,,0.0
2021-05-26,,,,,,,,0.14582366983222195,-0.07841437849457411,,-0.13378747276880287,-0.1715160044740608,,0.020382676335186867,-0.07567240394529351,,0.011643128659839519,-0.03292505983384253,,0.004580456126518584,-0.008717222850038397,,0.0
2021-05-27,,0.006024093070857495,0.05778791203254152,0.017236790037460592,,,-0.16040775101618387,-0.13746760512092315,-0.0735952947273828,,-0.004484545995881772,-0.08955650317914632,,-0.008795946412480604,-0.07320271305013681,,0.0035200267756807513,-0.039263523316588,,0.004723396628934395,-0.0100034593249968,,0.0
2021-05-28,,,,,,,,,-0.008503561598665721,,0.08347812778647401,0.026374783759361087,,0.01578270144111804,-0.007345480946132854,,-0.012170207727020155,-0.0006470114243045666,,0.01693605723931535,0.01418303296222323,,0.0
2021-05-29,,,,,,,,,-0.024458029084046817,0.13905208530905333,,-0.17592886835233656,,,-0.08704544700727579,,0.00025997730168758615,-0.042145800264030475,,0.005339810313114146,-0.01013141283471608,,0.0
2021-05-30,,,,-0.16124851634786885,,,,,-0.09080661556605729,-0.07624792331207597,0.06592233380182688,-0.0361622128259973,,-0.06302847173827653,-0.051434287401251666,,0.008717902912549924,-0.030935372675445327,,0.0009456004163319598,-0.011197161475971606,,0.0
2021-05-31,,,,,,,,-0.09744936223605072,,-0.14723797980315234,,0.15710727820178594,,-0.005349267100128063,0.06271840037103082,,0.03245182567464,0.030844649113179745,,0.019003253750316862,0.017342260135462473,,
2021-06-01,,,,,-0.03581049539224079,,,,,-0.15363415097747823,-0.019615847641697992,-0.12213156327128638,,-0.014365582713853797,-0.08321065024710506,,-0.010619480112050717,-0.045353849551373226,,-0.00590478623982349,-0.01450366118549673,,
2021-06-02,,0.18951468088233847,,,-0.18396786568950463,,,0.19455091244860045,-0.029092464686344965,-0.12687292594451494,,-0.17899883429917107,,-0.054044251282689526,-0.09024360722294733,,0.0036554692792534205,-0.044785741258706935,,-0.0038525927385438807,-0.015093836107990422,,
2021-06-03,,,,,,,,-0.018323791470443496,0.15304495237044513,0.12574554043581387,,-0.14483240726164215,,,-0.07282146807523193,,-0.013520999535409306,-0.03514015327751541,,0.002171370478353696,-0.010859266195691886,,0.0
2021-06-04,,,,,,,,0.17960999469280803,,-0.1517930658025911,,0.09669789545477125,,0.03682149388019229,-0.026337663167429137,,-0.01481113594690242,-0.02785816422448284,,0.005444703601294565,-0.007971632742944434,,0.0
2021-06-05,,,,,,,,-0.026951902755549595,-0.00474394454829985,0.025302448728836913,,-0.16843415082005486,,-0.045223303530728676,-0.08820651659415624,,7.609927594165455e-05,-0.04666290992054278,,0.0008337947987520078,-0.01540625558324804,,0.0
2021-06-06,,,,,,,,,0.1613235860908857,,0.0050787190282461925,-0.1111763060818518,,-0.011139301232427123,-0.07739521525123227,,-0.007703535564624331,-0.041598957451930874,,-0.0065952672879531216,-0.014339442917962741,,0.0
2021-06-07,,,,,,,,-0.18605195653369766,-0.0337865270357679,,0.0723771782492244,-0.026603895786629805,,-0.15469913604555297,-0.048700933334959284,,-0.0007736368915410852,-0.03485517190678433,,-0.0002606534411763173,-0.011134854836038932,,0.0
2021-06-08,,,,,0.13415178315694498,,,,,,,-0.16582575333710092,,-0.05034348034345215,-0.08462759393374375,,,-0.044903096283631094,,0.0011591768008849535,-0.01464359584696484,,0.0
2021-06-09,,,,,0.10638312805367,,-0.12101943106572766,0.16217514478196415,,,0.06004093619828477,0.04842466387031563,,-0.012883548940876621,-0.04705424644831324,,-0.047662376046033406,-0.03542582055115362,,0.0003921769648254081,-0.013282061221787878,,0.0
2021-06-10,,,0.11418191554719015,,,,,,,,0.1529568175981486,0.037042311278370654,,,-0.02430907763631973,,-0.057114454841453055,-0.028032069256994085,,0.0040850259543137035,-0.0093070206512198,,0.0
2021-06-11,-0.09355632589061158,,,,0.13393437133466835,0.06354575391251571,0.19548713787614203,0.0032138465362121504,0.02136496357329043,,-0.13914992192475628,-0.11027210526884856,,0.03322482121046133,-0.05583230640004433,,-0.0036464877699163845,-0.03447606438400186,,0.003167385701028147,-0.010907167311231647,,
2021-06-12,,,,,,-0.18393151875521396,0.17165297846291616,0.00032023965600513904,0.14775485713538128,,0.03436698214701184,-0.061187215838273246,,-0.03428971883830756,-0.07462823033087351,,-0.032227735149909176,-0.045308166718323384,,-0.006404347955204948,-0.016205159238531053,,0.0
2021-06-13,,,,,0.04670778618324278,-0.0418781922299557,-0.016002958876265128,,,,,,,0.008942511294026234,0.0658971124803378,,,-0.006591684612209048,,-0.00025121270519889993,-0.007352770148244425,,
2021-06-14,,,,,,0.052862847948824454,,,,,-0.06755540447404007,-0.18244354747277425,,-0.06883195114052099,-0.09051528673641407,,-0.0036422988278009827,-0.04644755744349882,,-0.001296560961256521,-0.01609298533047865,,
2021-06-15,,,,,,0.11198307316685097,,0.19298582643901185,,,-0.164538597736266,-0.145394243940153,,0.02332597450406637,-0.06762186144136106,,-0.028447923973703215,-0.03845679100898891,,-0.0006733245571487467,-0.014176265422842782,,
2021-06-16,,,,,0.1612245614723622,,,,,,,,,,,,0.047365278739581074,0.0626617012613786,,0.01076446365196615,0.011011005171707833,,0.0
2021-06-17,,-0.05747604761838121,-0.09537947510168265,,,,,,,,-0.001920869001116099,-0.16116533283275114,,-0.026369276720537238,-0.09004191669764394,,-0.10789701039732069,-0.047646888869050996,,-0.0028884982485942734,-0.01646851066611421,,
2021-06-18,,,,,,,,-0.006644735523720802,-0.04417792080706495,0.059484100323691225,-0.08110283732383561,-0.07019204675131407,,0.053519949439120085,-0.015479869882792152,,0.0012843964846547262,-0.01564716149046841,,0.003476402456432881,-0.006631083545977523,,0.0
2021-06-19,,,,,,,,,,,-0.06685836046145466,-0.1814505637528443,,-0.05639468327700836,-0.09465044465117256,,-0.019051669507552993,-0.04720240816276278,,-0.006130160683340269,-0.01539567036110201,,0.0
2021-06-20,,-0.14949398530217461,-0.03590879266738556,-0.015071698028620628,,,,,,,0.01366406354396732,0.09711881867519767,,0.00920746789428728,0.0030133769951674605,,-0.17185040287673203,-0.02257612089665506,,0.0009730813315214082,-0.012590189486185399,,0.0
2021-06-21,,,,,,,,,,,,,,,,,,,,0.03651195162270682,0.06990856503791987,,0.0
2021-06-22,,-0.006640026044762881,0.09386407026911536,0.03981323462877251,-0.032150650417665294,-3.068047661591855e-05,0.06852232899121069,-0.022175775792648955,0.087071896643101,0.10334815598249047,-0.015689633624226706,-0.1257273985119517,,-0.007940299559701214,-0.07941557093777207,,-0.01541560120527985,-0.04601260812322161,,-0.00018411566386056233,-0.016513775925811602,,0.0
2021-06-23,,0.17473424510758329,,,-0.028344138329766233,-0.03181587700297939,-0.01578893202436016,-0.035300519679798414,-0.03216426861883759,-0.01586568025576862,0.15686241916290844,0.05077853474968763,,0.006890076820287527,0.04553729334120682,,0.0072352067827499145,0.014475532972436866,,-0.0002123817219096269,-0.0031362455452159654,,0.0
2021-06-24,,0.14792911515964757,,,-0.01986693854016519,0.03340418314594307,0.053251845705239775,0.19256623307381537,,-0.16505209936287335,0.005903418713369746,-0.18155268585080941,,-0.008232693965437576,-0.09107713277060059,,-0.013707039405349564,-0.04675665631618031,,-0.0027927229863629055,-0.016404770612206798,,0.0
2021-06-25,,,,,,,,-0.18391196350712358,,,0.0008965281875343845,0.031771890672273706,,0.004194458840941051,0.014140317819682391,,0.04681403796207473,0.011446458878758392,,-0.0013157336406138809,0.004660732406933876,,0.0
2021-06-26,,,,,,,,0.008848553444962048,0.1187110032907186,0.06134243481774937,,-0.1244988733349659,,-0.03314990933575668,-0.06999556424225839,,-0.013975999173636011,-0.039673961906935395,,-0.003439836906440785,-0.01551465593944068,,0.0
2021-06-27,,0.07512770853367234,,,,,,-0.07021198052447075,-0.13847579636303275,,,0.15136259626155102,,0.11072470897850195,0.09988780944827624,,0.06268372630596675,0.048448587043500524,,0.007011922030710771,0.0064883846449601545,,0.0
2021-06-28,,0.010255424818985226,,-0.180800240919766,,,,0.09213015233755595,-0.06097356023309641,,-0.024932069656746658,-0.14181208996458428,,0.01511447404113242,-0.0466375243872027,,0.023984243153144513,-0.015136201481448897,,0.00349072859490418,-0.007231600916914216,,
2021-06-29,,,,,0.1747191831041086,,,-0.0020623755729516358,-0.015345831006324584,-0.014743646659575949,0.013936966570564202,-0.1760096006173334,,0.01311805140508504,-0.07559090437612392,,0.0017484460038323935,-0.03107880604123603,,0.0020395861868534038,-0.011017955702845694,,0.0
2021-06-30,,,,,-0.0013789436356531626,-0.050929335476218696,,0.18277483483496137,,,,-0.1541603518853757,,0.015657751649579277,-0.06081520268281926,,0.007719095879809901,-0.02105899097476094,,-0.0012958196947304712,-0.007422051356239301,,0.0
2021-07-01,,,,,,,,-0.06105899636038248,,,,,,,0.10467022260715098,,0.018050858299580197,0.01813323558184954,,0.005493358834747886,-0.00038638915768141047,,0.0
2021-07-02,,0.006494698243563635,-0.082312934065775,,0.1960673122322425,,,0.013416410904846687,0.0035270556426965083,-0.08521874495674797,-0.11769620554634486,-0.1729196272536806,,-0.006302512459081311,-0.09085571741084864,,0.002053959441303821,-0.04470062510131112,,-0.028740494113209336,-0.015175924662578666,,0.0
2021-07-03,,0.017901699059897025,0.06916470151320331,-0.1795551624656575,0.0057043820432924885,,-0.18004586897946206,0.025248263878239197,0.11155858340160107,,-0.03788911798383976,-0.13968976376315334,,-0.030235851262821467,-0.07299006153854504,,-0.013506133743408588,-0.03409891564640566,,-0.00046212549702551176,-0.011923653647552435,,0.0
2021-07-04,,-0.003267991811568116,-0.016314073840803522,0.05571764790462663,,,,0.011292234577257476,-0.06697243010102227,,0.009816792780364736,-0.1338983703548543,,0.011562464362786073,-0.06602449846547676,,0.012576392570565753,-0.029393847434033837,,-0.006312245370590275,-0.010187421347877312,,0.0
2021-07-05,,,,,-0.11945484913833726,,,-0.17331028206093857,,,0.05402387543923082,,,-0.13306043230580922,0.06221241006065337,,0.006842367572377439,0.0003845738515815267,,0.002802296857482789,-0.0066591396283036675,,0.0
2021-07-06,,,,,0.19673114125248836,,,,,,-0.18665600382166736,-0.00735599223579253,,0.02387033832378327,-0.015392006568427874,,-0.03172311903707836,-0.008717091011768763,,0.004934531796499053,-0.00511490690504246,,0.0
2021-07-07,,,,,-0.06857428696364765,,,-0.0126710481629847,-0.018923118184014265,,0.02889125729680697,-0.15682863575717998,,-0.06872960807022666,-0.08647752180153412,,5.6589653008032315e-06,-0.047409235140368544,,-0.018357412171026044,-0.01647767999100802,,0.0
2021-07-08,,,,,,,,-0.0523482049129933,,,,,,0.18704994806255448,,,0.02589644449262174,0.0745919407524116,,0.007598046225523847,0.010632634190400836,,
